id,id,대분류,중분류,소분류,브랜드,human_imputed,human_imputed_proba,헤어타입,형태,특징,용량,unit,종류,효과,구성,두피타입,human,향계열,세트구성,사용부위,피부타입,인증,색상,부가기능,재질,사용시간,단계,생균,섭취량,제품용량,섭취횟수,섭취방법,원료명(식약처고시),주원료,MSM,분자량,수,중량,단백질성분,맛,포장unit,매수,무첨가,충전시간,전원방식,전원,품목,세트unit,용도,자외선차단지수,성분,사용가능,평량,정수과정,세탁기유형,겹수,HCA,열량,무게,개당열량,진동,제품크기,주성분,사이즈,가로사이즈,유발성분,단계별,고정방식,소비전력,롤수,길이,칫솔모타입,칫솔종류,칫솔헤드크기,적용모델,작동방식,디자인,안전,모드,칫솔모형태,회전,사용기간,와이어굵기,흡수,편의기능,몸무게(키즈),출시,헤드수,헤드종류,충전방식,추가구성,날수,전자동세정&충전,면도방식,헤드무빙,면도망,트리머,면도날종류,상태표시등,면도날,트리머(헤드교체),유형,분유성분,출시년도
2560,3674,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-01051,남녀공용,0.93239814,모든모발용,스프레이형,고정력,250ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561,3675,B002-C001-0002,B002-C002-0006,B002-C003-0030,B002-01052,남녀공용,0.688348174,,크림형,세팅력,100ml,1개,왁스,,,,,,헤어미스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2562,3676,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-01052,미성년자,0.4099271,,,,,1개,,,,,,,헤어미스트,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2563,3677,B002-C001-0003,B002-C002-0008,B002-C003-0044,B002-01052,성인남녀,0.341109157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564,3678,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-01053,미성년자,0.408674508,,,세팅력,15ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,3679,B002-C001-0002,B002-C002-0007,B002-C003-0040,B002-01053,미성년자,0.474455684,,,,,,왁스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,3680,B002-C001-0002,B002-C002-0007,B002-C003-0038,B002-01053,남녀공용,0.589479983,,젤형,세팅력,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2567,3681,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01054,성인남녀,0.599673152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2568,3682,B002-C001-0002,B002-C002-0002,B002-C003-0010,B002-01054,남녀공용,0.928978622,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,3683,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01058,남녀공용,0.428113759,,,세팅력,15ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2570,3684,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.496376157,,,세팅력,168ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571,3685,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.383584142,,,,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572,3686,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,미성년자,0.315973729,,,,,,왁스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573,3687,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,미성년자,0.92808187,,,영양공급,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무색소,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,3688,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01058,남녀공용,0.911559582,모든모발용,스프레이형,분사력,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2575,3689,B002-C001-0002,B002-C002-0003,B002-C003-0017,B002-01058,남녀공용,0.818348467,모든모발용,튜브형,,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2576,3690,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01058,남녀공용,0.95939219,모든모발용,스프레이형,고정력,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2577,3691,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,미성년자,0.395562291,,,,,,왁스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2578,3692,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.94825542,모든모발용,스프레이형,고정력,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,3693,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.658173561,,크림형,세팅력,80ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2580,3694,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.747161806,,젤형,세팅력,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581,3695,B002-C001-0002,B002-C002-0002,B002-C003-0009,B002-01058,성인남녀,0.344821393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2582,3696,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01058,남녀공용,0.945704639,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,3697,B002-C001-0002,B002-C002-0003,B002-C003-0013,B002-01058,남녀공용,0.940004528,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2584,3698,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01058,남녀공용,0.999544799,모든모발용,시트형,촉촉함(수분공급),20ml,1매,일반샴푸,,,,,,,페이스용,모든피부용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2585,3699,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.776085436,,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2586,3700,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01058,남녀공용,0.997486472,모든모발용,젤형,촉촉함(수분공급),110ml,1개,,,본품,모든두피용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587,3701,B002-C001-0002,B002-C002-0009,B002-C003-0048,B002-01058,미성년자,0.352604717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,3702,B002-C001-0002,B002-C002-0003,B002-C003-0016,B002-01058,남녀공용,0.894266248,모든모발용,젤형,촉촉함(수분공급),,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2589,3703,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-01060,남녀공용,0.939732671,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,3704,B002-C001-0002,B002-C002-0007,B002-C003-0039,B002-01061,남녀공용,0.924104571,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2591,3705,B002-C001-0001,B002-C002-0001,B002-C003-0003,B002-01062,미성년자,0.354017019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2592,3706,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.944120705,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,3707,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.693283617,모든모발용,,,500ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,3708,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.512185156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2595,3709,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.550884128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596,3710,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.401742011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2597,3711,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.492632359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2598,3712,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.930880606,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2599,3713,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.489414692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,3714,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.480911255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,3715,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.938206792,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,3716,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.69516629,,펌프형,,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,3717,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.66211015,,로션형,세팅력,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,3718,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.882494867,,,피부진정,65g,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,3719,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.88659209,가는,,머릿결개선,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,3720,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.75340873,,파우더형,세팅력,22ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,3721,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.945998013,모든모발용,스프레이형,세팅력,250ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2608,3722,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.582378983,,고체형,세팅력,16ml,1개,왁스,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2609,3723,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.474959522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610,3724,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.944767773,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2611,3725,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.484442204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,3726,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.949728727,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2613,3727,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,미성년자,0.583139598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,3728,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,미성년자,0.483554065,,,고정력,80ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,3729,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,남녀공용,0.891010106,모든모발용,스프레이형,고정력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616,3730,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.914428711,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2617,3731,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.441259772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2618,3732,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,미성년자,0.478189409,,크림형,고정력,80ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,3733,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.91103363,모든모발용,젤형,고정력,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,3734,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.505381763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,3735,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,남녀공용,0.917979658,모든모발용,스프레이형,세팅력,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,3736,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.825866878,모든모발용,,,200ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,3737,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.798380673,,,머릿결개선,250ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,3738,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.526186287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,3739,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.446358263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,3740,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,남녀공용,0.528204143,,젤형,세팅력,113ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,3741,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.519705772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,3742,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,미성년자,0.499622047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,3743,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.504420936,,,세팅력,113ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,3744,B002-C001-0002,B002-C002-0003,B002-C003-0015,B002-01063,미성년자,0.480482638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,3745,B002-C001-0002,B002-C002-0003,B002-C003-0018,B002-01063,미성년자,0.714445293,,젤형,고정력,35ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,3746,B002-C001-0002,B002-C002-0002,B002-C003-0007,B002-01064,미성년자,0.377579719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,3747,B002-C001-0002,B002-C002-0007,B002-C003-0036,B002-01065,미성년자,0.651747704,,,고정력,113ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,3748,B002-C001-0002,B002-C002-0007,B002-C003-0035,B002-01066,미성년자,0.467971921,,,고정력,113ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,3749,B002-C001-0005,B002-C002-0011,B002-C003-0053,B002-01068,미성년자,0.491363794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,3750,B002-C001-0001,B002-C002-0001,B002-C003-0001,B002-01069,성인남녀,0.325771362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,3751,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,미성년자,0.388630539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,3752,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,미성년자,0.364578724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,3753,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,미성년자,0.406170189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,3754,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,남녀공용,0.596108854,,,세팅력,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,3755,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,남녀공용,0.938049078,모든모발용,스프레이형,세팅력,300ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,3756,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,남녀공용,0.601497054,,,세팅력,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,3758,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,미성년자,0.393660516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,3759,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,남녀공용,0.74815768,,크림형,세팅력,100ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2645,3760,B002-C001-0001,B002-C002-0001,B002-C003-0004,B002-01069,남녀공용,0.934959471,모든모발용,크림형,세팅력,150ml,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
